dateReferentiel	route	longueur	prD	depPrD	concessionPrD	absD	cumulD	xD	yD	zD	prF	depPrF	concessionPrF	absF	cumulF	xF	yF	zF	anneeMesureTrafic	typeComptageTrafic	TMJA	ratioPL
2018-01-01	A0046	772	46	69	C	670	31536	850069,34	6509465,43	0	47	69	C	442	32308	849736,78	6508787,05	0	2018		73140	20,95
2018-01-01	A0046	2357	47	69	C	442	32308	849736,78	6508787,05	0	49	69	C	799	34665	848777,53	6506806,44	0	2018		61118	23,57
2018-01-01	A0046	7783	49	69	C	799	34665	848777,53	6506806,44	0	57	69	C	582	42448	844369,34	6501434,78	0	2018		53904	23,78
2018-01-01	A0046	2198	57	69	C	582	42448	844369,34	6501434,78	0	59	69	C	780	44646	842396,29	6500597,3	0	2018		52419	26,24
2018-01-01	A0046	1773	59	69	C	780	44646	842396,29	6500597,3	0	61	69	C	553	46419	840646,61	6500493,49	0	2018		52419	26,24
2018-01-01	A0046	1059	61	69	C	553	46419	840646,61	6500493,49	0	62	69	C	612	47478	840302,41	6500067,28	0	2018		52419	26,24
2018-01-01	A0048	750	41	38	C	0	0	883012,59	6499035,53	0	41	38	C	750	750	883006,87	6498984,57	0	2018	1	35929	7,61
2018-01-01	A0048	15630	41	38	C	750	750	883006,87	6498984,57	0	57	38	C	380	16380	887529,15	6486296,53	0	2018	1	35929	7,61
2018-01-01	A0048	9635	57	38	C	380	16380	887529,15	6486296,53	0	67	38	C	15	26015	893417,87	6479488,11	0	2018	1	35929	7,61
2018-01-01	A0048	9045	67	38	C	15	26015	893417,87	6479488,11	0	76	38	C	60	35060	900829,77	6474967,99	0	2018	1	39599	7,1
2018-01-01	A0048	4130	76	38	C	60	35060	900829,77	6474967,99	0	80	38	C	190	39190	904107,52	6472475,4	0	2018	1	46332	6,63
2018-01-01	A0048	3808	80	38	C	190	39190	904107,52	6472475,4	0	83	38	C	998	42998	905344,76	6469099,77	0	2018	1	48414	6,55
2018-01-01	A0048	2017	83	38	C	998	42998	905344,76	6469099,77	0	86	38	C	15	45015	905848,65	6467167,87	0	2018	1	51984	6,69
2018-01-01	A0048	4935	86	38	C	15	45015	905848,65	6467167,87	0	91	38	C	0	49950	908835,02	6463260,38	0	2018		89713	5,33
2018-01-01	A0049	9512	0	38	C	0	0	905357,72	6469131,28	0	9	38	C	512	9512	897827,19	6468197,83	0	2018	1	25470	6,67
2018-01-01	A0049	13427	9	38	C	512	9512	897827,19	6468197,83	0	22	38	C	939	22939	890198,58	6458346,25	0	2018	1	24764	6,55
2018-01-01	A0049	10488	22	38	C	939	22939	890198,58	6458346,25	0	33	38	C	427	33427	882738,28	6451203,64	0	2018	1	23958	6,87
2018-01-01	A0049	11073	33	38	C	427	33427	882738,28	6451203,64	0	44	38	C	500	44500	874243,16	6444995,49	0	2018	1	22162	7,02
2018-01-01	A0049	1865	44	38	C	500	44500	874243,16	6444995,49	0	46	26	C	365	46365	873539,09	6443273,14	0	2018	1	22162	7,02
2018-01-01	A0049	11057	46	26	C	365	46365	873539,09	6443273,14	0	57	26	C	422	57422	863953,97	6438235,63	0	2018	1	22684	6,78
2018-01-01	A0049	3215	57	26	C	422	57422	863953,97	6438235,63	0	60	26	C	637	60637	860785,96	6437761,61	0	2018		38867	7,48
2018-01-01	A0049	676	60	26	C	637	60637	860785,96	6437761,61	0	61	26	C	313	61313	860174,12	6437640,3	0	2018		33174	7,48
2018-01-01	A0049	587	61	26	C	313	61313	860174,12	6437640,3	0	61	26	C	900	61900	859788,77	6437337,38	0	2018		49420	7,52
2018-01-01	A0050	2990	7	13	N	507	6904	901544,03	6246774,56	0	10	13	N	495	9894	904454,86	6246115,14	0	2018	1	104980	
2018-01-01	A0050	2241	16	13	C	0	15401	909646,56	6245894,68	0	27	13	C	170	17642	910229,76	6243953,93	0	2018		46820	0
2018-01-01	A0050	3009	27	13	C	170	17642	910229,76	6243953,93	0	30	13	C	179	20651	910631,12	6241264,87	0	2018		82540	0
2018-01-01	A0050	2274	30	13	C	179	20651	910631,12	6241264,87	0	32	13	C	453	22925	909798,86	6239243,04	0	2018		75370	0
2018-01-01	A0050	2390	32	13	C	453	22925	909798,86	6239243,04	0	34	13	C	843	25315	910818,99	6237336,45	0	2018	1	74557	3,5
2018-01-01	A0050	0,2	34	13	C	843	25315	910818,99	6237336,45	0	34	13	C	843,2	25315,2	910819,17	6237336,38	0	2018	1	74557	3,5
2018-01-01	A0050	394,8	34	13	C	843,2	25315,2	910819,17	6237336,38	0	35	13	C	238	25710	911195,64	6237257,4	0	2018	1	74557	3,5
2018-01-01	A0050	642,2	35	13	C	238	25710	911195,64	6237257,4	0	35	13	C	880,2	26352,2	911811,71	6237345,85	0	2018	1	48011	3,98
2018-01-01	A0050	7041,8	35	13	C	880,2	26352,2	911811,71	6237345,85	0	42	13	C	922	33394	917669,77	6236294,14	0	2018	1	48011	3,98
2018-01-01	A0050	7758	42	13	C	922	33394	917669,77	6236294,14	0	50	83	C	680	41152	924740,8	6236519,78	0	2018	1	48011	3,98
2018-01-01	A0050	5407	50	83	C	680	41152	924740,8	6236519,78	0	56	83	C	87	46559	925386,81	6231472,62	0	2018	1	46140	4,64
2018-01-01	A0050	13	56	83	C	87	46559	925386,81	6231472,62	0	56	83	C	100	46572	925398,91	6231468,09	0	2018	1	45539	4,67
2018-01-01	A0050	200	56	83	C	100	46572	925398,91	6231468,09	0	56	83	C	300	46772	925589,9	6231413,94	0	2018	1	45539	4,67
2018-01-01	A0050	19	56	83	C	300	46772	925589,9	6231413,94	0	56	83	C	319	46791	925608,33	6231409,86	0	2018	1	45539	4,67
2018-01-01	A0050	0,2	56	83	C	319	46791	925608,33	6231409,86	0	56	83	C	319,2	46791,2	925608,52	6231409,81	0	2018	1	45539	4,67
2018-01-01	A0050	7500,8	56	83	C	319,2	46791,2	925608,52	6231409,81	0	63	83	C	820	54292	932328,58	6228704,79	0	2018	1	45539	4,67
2018-01-01	A0050	3856	63	83	C	820	54292	932328,58	6228704,79	0	67	83	C	676	58148	935896,64	6229503,52	0	2018		90900	0
2018-01-01	A0050	5137	67	83	C	676	58148	935896,64	6229503,52	0	72	83	C	800	63285	940595,48	6229225,56	0	2018		90900	0
2018-01-01	A0051	18	5	13	N	35	4939	893343,92	6261697,01	0	5	13	N	53	4957	893360,14	6261704,54	0	2018	1	70908	
2018-01-01	A0051	5081	5	13	N	53	4957	893360,14	6261704,54	0	10	13	N	135	10038	894854,37	6266254,34	0	2018	1	70908	
2018-01-01	A0051	1393	13	13	N	325	13215	894706,42	6269413,03	0	14	13	N	720	14608	895200,63	6270669,19	0	2018	8	78660	
2018-01-01	A0051	770	24	13	C	0	18417	899171,97	6277296,42	0	24	13	C	770	19187	899471,5	6278001,51	0	2018		56240	0
2018-01-01	A0051	2592	24	13	C	770	19187	899471,5	6278001,51	0	27	13	C	362	21779	900611,92	6280282,56	0	2018		59160	0
2018-01-01	A0051	1958	27	13	C	362	21779	900611,92	6280282,56	0	29	13	C	320	23737	901647	6281814,03	0	2018		56660	0
2018-01-01	A0051	6222	29	13	C	320	23737	901647	6281814,03	0	35	13	C	542	29959	901676,17	6287749,63	0	2018	1	26920	4,65
2018-01-01	A0051	21144	35	13	C	542	29959	901676,17	6287749,63	0	56	13	C	686	51103	920089,49	6293302,62	0	2018	1	23450	5,39
2018-01-01	A0051	1304	56	13	C	686	51103	920089,49	6293302,62	0	57	13	C	990	52407	920535,1	6294491,62	0	2018	1	20945	5,63
2018-01-01	A0051	2860	57	13	C	990	52407	920535,1	6294491,62	0	60	84	C	850	55267	921738,3	6296979,99	0	2018	1	20945	5,63
2018-01-01	A0051	9350	60	84	C	850	55267	921738,3	6296979,99	0	70	4	C	200	64617	926627,7	6304761,69	0	2018	1	20945	5,63
2018-01-01	A0051	14545	70	4	C	200	64617	926627,7	6304761,69	0	84	4	C	745	79162	932280,7	6317802,5	0	2018	1	18267	5,81
2018-01-01	A0051	15210	84	4	C	745	79162	932280,7	6317802,5	0	99	4	C	955	94372	937735,35	6331344,78	0	2018	1	16337	6,02
2018-01-01	A0051	10718	99	4	C	955	94372	937735,35	6331344,78	0	110	4	C	673	105090	938504,37	6340779,89	0	2018	1	13369	5,74
2018-01-01	A0051	5527	110	4	C	673	105090	938504,37	6340779,89	0	116	4	C	200	110617	936259,02	6345581,18	0	2018	1	14129	6,26
2018-01-01	A0051	7011	116	4	C	200	110617	936259,02	6345581,18	0	123	4	C	211	117628	933123,31	6351292,9	0	2018	1	12841	6,49
2018-01-01	A0051	3439	123	4	C	211	117628	933123,31	6351292,9	0	126	4	C	650	121067	932269	6354647,83	0	2018	1	8555	4,4
2018-01-01	A0051	26240	126	4	C	650	121067	932269	6354647,83	0	152	5	C	890	147307	940947,94	6376042,78	0	2018	1	8555	4,4
2018-01-01	A0051N	3565	0	38	C	0	0	911014,57	6449838,86	0	3	38	C	565	3565	910150,24	6446564,64	0	2018		24698	2,89
2018-01-01	A0051N	1435	3	38	C	565	3565	910150,24	6446564,64	0	5	38	C	0	5000	910814,56	6445403,87	0	2018		20786	3,34
2018-01-01	A0051N	10600	5	38	C	0	5000	910814,56	6445403,87	0	15	38	C	600	15600	908880,7	6435868,72	0	2018	1	5854	6,17
2018-01-01	A0051N	2900	15	38	C	600	15600	908880,7	6435868,72	0	18	38	C	500	18500	908455,65	6433052,3	0	2018	1	5854	6,17
2018-01-01	A0051N	732	18	38	C	500	18500	908455,65	6433052,3	0	19	38	C	232	19232	908960,32	6432534,67	0	2018	1	5854	6,17
2018-01-01	A0051N	1418	19	38	C	232	19232	908960,32	6432534,67	0	20	38	C	650	20650	909215,87	6431312,13	0	2018		5483	6,58
2018-01-01	A0051N	5425	20	38	C	650	20650	909215,87	6431312,13	0	26	38	C	75	26075	907241,08	6426671,83	0	2018		5483	6,58
2018-01-01	A0052	7345	0	13	C	0	0	906980,22	6268061,29	0	7	13	C	345	7345	908562,49	6261515,82	0	2018	1	40697	6,21
2018-01-01	A0052	5245	7	13	C	345	7345	908562,49	6261515,82	0	12	13	C	590	12590	910925,86	6257518,17	0	2018	1	40697	6,21
2018-01-01	A0052	2570	12	13	C	590	12590	910925,86	6257518,17	0	15	13	C	160	15160	911908,04	6255245,88	0	2018	1	48275	5,71
2018-01-01	A0052	1489	15	13	C	160	15160	911908,04	6255245,88	0	16	13	C	649	16649	912552,61	6253951,47	0	2018	1	48275	5,71
2018-01-01	A0052	4075	16	13	C	649	16649	912552,61	6253951,47	0	20	13	C	724	20724	910310,59	6250183,57	0	2018	1	65158	4,67
2018-01-01	A0052	521	20	13	C	724	20724	910310,59	6250183,57	0	21	13	C	245	21245	910248,02	6249673,47	0	2018	1	65158	4,67
2018-01-01	A0052	4832	21	13	C	245	21245	910248,02	6249673,47	0	26	13	C	77	26077	910128,84	6245371,2	0	2018		34180	0
2018-01-01	A0054	2270	0	30	C	730	730	808542,06	6302020,74	0	3	30	C	0	3000	810704,22	6301618,41	0	2018	1	43441	16,77
2018-01-01	A0054	6800	3	30	C	0	3000	810704,22	6301618,41	0	9	30	C	800	9800	814926,07	6296518,35	0	2018	1	41491	16,93
2018-01-01	A0054	10692	9	30	C	800	9800	814926,07	6296518,35	0	20	30	C	492	20492	823361,35	6290761,44	0	2018	1	38894	17,23
2018-01-01	A0054	3397	20	30	C	492	20492	823361,35	6290761,44	0	23	13	C	889	23889	825538,03	6288349,53	0	2018	1	38894	17,23
2018-01-01	A0054	59	23	13	C	889	23889	825538,03	6288349,53	0	23	13	C	948	23948	825596,12	6288345,16	0	2018	1	38894	17,23
2018-01-01	A0054	1000	49	13	C	0	24703	848551	6283858,6	0	50	13	C	0	25703	849534,71	6283841,71	0	2018	1	33636	17,58
2018-01-01	A0054	4637	64	13	C	3	39706	863507,29	6284246	0	68	13	C	640	44343	867881,35	6282810,82	0	2018	1	39848	18,95
2018-01-01	A0054	1890	68	13	C	640	44343	867881,35	6282810,82	0	70	13	C	530	46233	869726,79	6283091,55	0	2018	1	40293	19,73
2018-01-01	A0054	2697	70	13	C	530	46233	869726,79	6283091,55	0	73	13	C	227	48930	871717,6	6283329,71	0	2018	1	50695	17,31
2018-01-01	A0057	582	6	83	C	350	6316	946199,98	6231892,46	0	6	83	C	932	6898	946707,89	6232142,02	0	2018		79180	0
2018-01-01	A0057	1806	6	83	C	932	6898	946707,89	6232142,02	0	8	83	C	738	8704	947830,3	6233542,78	0	2018		79180	0
2018-01-01	A0057	4792	8	83	C	738	8704	947830,3	6233542,78	0	13	83	C	530	13496	947302,49	6237739,28	0	2018		76890	0
2018-01-01	A0057	6590	13	83	C	530	13496	947302,49	6237739,28	0	20	83	C	120	20086	950637,99	6242643,68	0	2018		57740	0
2018-01-01	A0057	1380	20	83	C	120	20086	950637,99	6242643,68	0	21	83	C	500	21466	951397,72	6243695,84	0	2018		47920	0
2018-01-01	A0057	10506	21	83	C	500	21466	951397,72	6243695,84	0	32	83	C	6	31972	959727,59	6248797,75	0	2018	1	16498	6,46
2018-01-01	A0057	19394	32	83	C	6	31972	959727,59	6248797,75	0	51	83	C	400	51366	971816,49	6260642,52	0	2018	1	14828	6,57
2018-01-01	A0057	900	51	83	C	400	51366	971816,49	6260642,52	0	52	83	C	300	52266	972205,87	6261418,33	0	2018	1	21081	8,54
2018-01-01	A0057	421	52	83	C	300	52266	972205,87	6261418,33	0	52	83	C	721	52687	972332,06	6261447,16	0	2018	1	21081	8,54
2018-01-01	A0061	928	230	31	C	0	214	577118,35	6283036,6	0	230	31	C	928	1142	577212,61	6282115,13	0	2018		122442	4,48
2018-01-01	A0061	2328	230	31	C	928	1142	577212,61	6282115,13	0	233	31	C	256	3470	577627,37	6279835,53	0	2018		113486	4,73
2018-01-01	A0061	1702	233	31	C	256	3470	577627,37	6279835,53	0	234	31	C	958	5172	578315,29	6278343,66	0	2018		107314	5,6
2018-01-01	A0061	2474	234	31	C	958	5172	578315,29	6278343,66	0	237	31	C	432	7646	578370,28	6275975,05	0	2018		104015	4,68
2018-01-01	A0061	1268	237	31	C	432	7646	578370,28	6275975,05	0	238	31	C	700	8914	578266,89	6274719,97	0	2018		102310	4,77
2018-01-01	A0061	1717	238	31	C	700	8914	578266,89	6274719,97	0	240	31	C	417	10631	578696,6	6273107	0	2018		102310	4,77
2018-01-01	A0061	11616	240	31	C	417	10631	578696,6	6273107	0	252	31	C	33	22247	585116,79	6263588,75	0	2018	1	59379	9,77
2018-01-01	A0061	7597	252	31	C	33	22247	585116,79	6263588,75	0	259	31	C	630	29844	590894,06	6258749,2	0	2018	1	54742	10,31
2018-01-01	A0061	4165	259	31	C	630	29844	590894,06	6258749,2	0	263	31	C	795	34009	594091,8	6256090,81	0	2018	1	44600	11,85
2018-01-01	A0061	11495	263	31	C	795	34009	594091,8	6256090,81	0	275	31	C	290	45504	603988,72	6250569,95	0	2018	1	38835	12,94
2018-01-01	A0061	12472	275	31	C	290	45504	603988,72	6250569,95	0	287	11	C	762	57976	614329,79	6243821,23	0	2018	1	38835	12,94
2018-01-01	A0061	13803	287	11	C	762	57976	614329,79	6243821,23	0	301	11	C	565	71779	626636,36	6237885,51	0	2018	1	37755	13,2
2018-01-01	A0061	17848	301	11	C	565	71779	626636,36	6237885,51	0	319	11	C	413	89627	643343,51	6233099,56	0	2018	1	38432	13,22
2018-01-01	A0061	2237	319	11	C	413	89627	643343,51	6233099,56	0	321	11	C	650	91864	645512,08	6233012,23	0	2018	1	37613	13,78
2018-01-01	A0061	7795	321	11	C	650	91864	645512,08	6233012,23	0	329	11	C	445	99659	652815,19	6232993,93	0	2018	1	37613	13,78
2018-01-01	A0061	27448	329	11	C	445	99659	652815,19	6232993,93	0	356	11	C	893	127107	679000,86	6229997,08	0	2018	1	40144	12,59
2018-01-01	A0061	21437	356	11	C	893	127107	679000,86	6229997,08	0	378	11	C	330	148544	699025,87	6228688,9	0	2018	1	40367	12,46
2018-01-01	A0062	11136	0	33	N	0	0	418866,51	6415152,2	0	9	33	N	992	11136	423081,25	6405546,7	0	2018	1	70939	10,7
2018-01-01	A0062	14297	10	33	C	0	11137	423081,67	6405545,8	0	24	33	C	297	25434	432677,73	6395197,51	0	2018	1	46592	9,78
2018-01-01	A0062	10878	24	33	C	297	25434	432677,73	6395197,51	0	35	33	C	175	36312	440636,06	6388016,76	0	2018	1	42209	10,17
2018-01-01	A0062	6130	35	33	C	175	36312	440636,06	6388016,76	0	41	33	C	305	42442	446268,75	6386388,45	0	2018	1	32714	11,79
2018-01-01	A0062	13008	41	33	C	305	42442	446268,75	6386388,45	0	54	33	C	313	55450	457929,16	6383373,42	0	2018	1	25480	12,02
2018-01-01	A0062	2667	54	33	C	313	55450	457929,16	6383373,42	0	56	33	C	980	58117	460264,16	6382087,61	0	2018	1	23922	12,35
2018-01-01	A0062	14306	56	33	C	980	58117	460264,16	6382087,61	0	71	47	C	286	72423	472010,94	6374290,53	0	2018	1	23922	12,35
2018-01-01	A0062	21469	71	47	C	286	72423	472010,94	6374290,53	0	92	47	C	755	93892	482069,79	6357371,83	0	2018	1	22508	12,46
2018-01-01	A0062	31410	92	47	C	755	93892	482069,79	6357371,83	0	124	47	C	165	125302	508391,94	6343273,91	0	2018	1	22024	12,65
2018-01-01	A0062	2395	124	47	C	165	125302	508391,94	6343273,91	0	126	47	C	560	127697	509853,43	6341602,37	0	2018	1	22826	12,44
2018-01-01	A0062	12090	126	47	C	560	127697	509853,43	6341602,37	0	138	47	C	650	139787	520296,55	6336643,54	0	2018	1	22826	12,44
2018-01-01	A0062	10415	138	47	C	650	139787	520296,55	6336643,54	0	149	82	C	65	150202	528785,55	6331548,8	0	2018	1	22826	12,44
2018-01-01	A0062	285	149	82	C	65	150202	528785,55	6331548,8	0	149	82	C	350	150487	529023,58	6331392,57	0	2018	1	24026	12,71
2018-01-01	A0062	19308	149	82	C	350	150487	529023,58	6331392,57	0	168	82	C	658	169795	547481,7	6330055,47	0	2018	1	24026	12,71
2018-01-01	A0062	23447	168	82	C	658	169795	547481,7	6330055,47	0	192	82	C	105	193242	564260,75	6315715,74	0	2018	1	26762	11,94
2018-01-01	A0062	8013	192	82	C	105	193242	564260,75	6315715,74	0	200	82	C	118	201255	564782,94	6307952,03	0	2018	1	51949	11,16
2018-01-01	A0062	2774	200	82	C	118	201255	564782,94	6307952,03	0	202	31	C	892	204029	566028,19	6305628,74	0	2018	1	51949	11,16
2018-01-01	A0062	2612	202	31	C	892	204029	566028,19	6305628,74	0	205	82	C	504	206641	567473,32	6303399,29	0	2018	1	51949	11,16
2018-01-01	A0062	3156	205	82	C	504	206641	567473,32	6303399,29	0	208	31	C	660	209797	569304,47	6300880,81	0	2018	1	51949	11,16
2018-01-01	A0062	3290	208	31	C	660	209797	569304,47	6300880,81	0	211	31	C	950	213087	569964,38	6297741,32	0	2018	1	51949	11,16
2018-01-01	A0062	5820	211	31	C	950	213087	569964,38	6297741,32	0	217	31	C	770	218907	571199,86	6292110,9	0	2018	1	63677	11,06
2018-01-01	A0062	6830	217	31	C	770	218907	571199,86	6292110,9	0	224	31	C	600	225737	573050,84	6285638,04	0	2018	1	72882	11,05
2018-01-01	A0062	1000	224	31	C	600	225737	573050,84	6285638,04	0	225	31	C	600	226737	573414	6284770,21	0	2018		106332	5,01
2018-01-01	A0062	685	225	31	C	600	226737	573414	6284770,21	0	226	31	C	285	227422	574006,54	6284439,22	0	2018		106332	5,01
2018-01-01	A0062	2483	226	31	C	285	227422	574006,54	6284439,22	0	228	31	C	768	229905	576441,13	6284055,75	0	2018		131557	4,87
2018-01-01	A0062	1018	228	31	C	768	229905	576441,13	6284055,75	0	229	31	C	786	230923	577060,71	6283270,7	0	2018		121474	4,69
2018-01-01	A0063	1085,2	0	33	N	0	0	412830,86	6416488,91	0	0	33	N	1085,2	1085,2	412548,52	6415824,62	0	2018	1	63965	20,2
2018-01-01	A0063	711,9	0	33	N	1085,2	1085,2	412548,52	6415824,62	0	1	33	N	557,1	1797,1	411921,26	6415486,63	0	2018	1	63965	20,2
2018-01-01	A0063	4425,9	1	33	N	557,1	1797,1	411921,26	6415486,63	0	6	33	N	0	6223	408255,66	6413056,67	0	2018	1	63965	20,2
2018-01-01	A0063	5815	6	33	N	0	6223	408255,66	6413056,67	0	11	33	N	830	12038	403906,27	6409237,23	0	2018	1	68206	18,7
2018-01-01	A0063	12856	11	33	N	830	12038	403906,27	6409237,23	0	24	33	N	670	24894	395141,26	6400175,49	0	2018	1	61199	19,7
2018-01-01	A0063	9901	36	33	C	950	37191	395162,08	6388220,13	0	46	33	C	851	47092	396807,04	6378842,03	0	2018		34017	27,63
2018-01-01	A0063	2599	46	33	C	851	47092	396807,04	6378842,03	0	49	33	C	450	49691	395957,44	6376386,4	0	2018		34017	27,63
2018-01-01	A0063	3200	49	33	C	450	49691	395957,44	6376386,4	0	52	40	C	650	52891	395197,46	6373534,55	0	2018		34017	27,63
2018-01-01	A0063	21400	52	40	C	650	52891	395197,46	6373534,55	0	74	40	C	50	74291	386505,89	6354312,25	0	2018		29069	30,68
2018-01-01	A0063	16900	74	40	C	50	74291	386505,89	6354312,25	0	90	40	C	950	91191	379420,88	6339152,59	0	2018		31608	28,98
2018-01-01	A0063	21800	90	40	C	950	91191	379420,88	6339152,59	0	112	40	C	750	112991	369020,23	6321104,26	0	2018		31793	28,82
2018-01-01	A0063	19000	112	40	C	750	112991	369020,23	6321104,26	0	131	40	C	750	131991	360258,44	6305382,72	0	2018		31465	28,87
2018-01-01	A0063	6700	131	40	C	750	131991	360258,44	6305382,72	0	138	40	C	450	138691	359256,19	6298757,48	0	2018		28690	30,93
2018-01-01	A0063	538	138	40	C	450	138691	359256,19	6298757,48	0	138	40	C	988	139229	359204,35	6298213,91	0	2018		28579	30,24
2018-01-01	A0063	300	138	40	C	988	139229	359204,35	6298213,91	0	139	40	C	288	139529	359140,6	6297927,52	0	2018		28579	30,24
2018-01-01	A0063	10527	155	40	C	646	155887	345267,53	6290865,17	0	166	40	C	173	166414	341864,11	6281376,33	0	2018	1	32880	28,11
2018-01-01	A0063	2687	166	40	C	173	166414	341864,11	6281376,33	0	168	40	C	860	169101	340891,42	6279013,2	0	2018	1	40030	24,46
2018-01-01	A0063	3452	168	40	C	860	169101	340891,42	6279013,2	0	172	64	C	312	172553	340108,47	6275943,23	0	2018	1	40030	24,46
2018-01-01	A0063	1746	172	64	C	312	172553	340108,47	6275943,23	0	174	64	C	58	174299	339958,71	6274317,38	0	2018	1	47766	22,1
2018-01-01	A0063	4473	174	64	C	58	174299	339958,71	6274317,38	0	178	64	C	531	178772	335857,7	6272812,94	0	2018		59973	18,07
2018-01-01	A0063	4702	178	64	C	531	178772	335857,7	6272812,94	0	183	64	C	233	183474	331647,14	6271653,2	0	2018	1	64611	18,11
2018-01-01	A0063	8961	183	64	C	233	183474	331647,14	6271653,2	0	192	64	C	194	192435	324545,64	6266830,08	0	2018	1	49951	21,51
2018-01-01	A0063	5586	192	64	C	194	192435	324545,64	6266830,08	0	197	64	C	780	198021	320901,13	6263720,56	0	2018	1	47652	22,39
2018-01-01	A0063	7408	197	64	C	780	198021	320901,13	6263720,56	0	205	64	C	188	205429	314874,82	6260694,08	0	2018	1	40701	25,58
2018-01-01	A0063	300	205	64	C	188	205429	314874,82	6260694,08	0	205	64	C	488	205729	314626,49	6260569,79	0	2018	1	30584	32,86
2018-01-01	A0064	8000	3	64	C	120	3120	342011,65	6272716,78	0	11	64	C	120	11120	349122,47	6271030,09	0	2018		30250	6,23
2018-01-01	A0064	4990	11	64	C	120	11120	349122,47	6271030,09	0	16	64	C	110	16110	353174,73	6272523,78	0	2018		30250	6,23
2018-01-01	A0064	7522	16	64	C	110	16110	353174,73	6272523,78	0	23	64	C	632	23632	358600,31	6277327,44	0	2018	1	16665	10,05
2018-01-01	A0064	8602,7	23	64	C	632	23632	358600,31	6277327,44	0	32	64	C	234,7	32234,7	366049	6277618,67	0	2018	1	16005	10,47
2018-01-01	A0064	0,3	32	64	C	234,7	32234,7	366049	6277618,67	0	32	64	C	235	32235	366049,28	6277618,38	0	2018	1	16005	10,47
2018-01-01	A0064	1947	32	64	C	235	32235	366049,28	6277618,38	0	34	40	C	182	34182	367735,75	6276978,72	0	2018	1	16005	10,47
2018-01-01	A0064	182	34	40	C	182	34182	367735,75	6276978,72	0	34	40	C	364	34364	367933,6	6276961,92	0	2018	1	16005	10,47
2018-01-01	A0064	221	34	40	C	364	34364	367933,6	6276961,92	0	34	40	C	585	34585	368152,01	6276942,79	0	2018	1	16005	10,47
2018-01-01	A0064	1497	34	40	C	585	34585	368152,01	6276942,79	0	36	40	C	82	36082	369621,94	6276745,3	0	2018	1	18357	9,69
2018-01-01	A0064	1266	36	40	C	82	36082	369621,94	6276745,3	0	37	64	C	348	37348	370821,83	6276400,43	0	2018	1	18357	9,69
2018-01-01	A0064	898	37	64	C	348	37348	370821,83	6276400,43	0	38	40	C	246	38246	371750,17	6276464,05	0	2018	1	18357	9,69
2018-01-01	A0064	511	38	40	C	246	38246	371750,17	6276464,05	0	38	40	C	757	38757	371935,19	6276477,82	0	2018	1	18357	9,69
2018-01-01	A0064	323	38	40	C	757	38757	371935,19	6276477,82	0	39	40	C	80	39080	372503,17	6276330,61	0	2018	1	18357	9,69
2018-01-01	A0064	1735	39	40	C	80	39080	372503,17	6276330,61	0	40	64	C	815	40815	374173,7	6275965,09	0	2018	1	18357	9,69
2018-01-01	A0064	2199	40	64	C	815	40815	374173,7	6275965,09	0	43	40	C	14	43014	376227,35	6276346,14	0	2018	1	18357	9,69
2018-01-01	A0064	441	43	40	C	14	43014	376227,35	6276346,14	0	43	40	C	455	43455	376603,83	6276594,68	0	2018	1	18357	9,69
2018-01-01	A0064	6673	43	40	C	455	43455	376603,83	6276594,68	0	50	64	C	128	50128	382705,06	6276076,79	0	2018	1	18357	9,69
2018-01-01	A0064	16357	50	64	C	128	50128	382705,06	6276076,79	0	66	64	C	485	66485	396727,69	6270548,87	0	2018	1	18471	9,93
2018-01-01	A0064	18650	66	64	C	485	66485	396727,69	6270548,87	0	85	64	C	135	85135	412457,46	6261769,39	0	2018	1	19740	9,21
2018-01-01	A0064	9666	85	64	C	135	85135	412457,46	6261769,39	0	94	64	C	801	94801	420359,5	6256659,72	0	2018	1	20748	9,32
2018-01-01	A0064	2889	94	64	C	801	94801	420359,5	6256659,72	0	97	64	C	690	97690	423029,39	6255604,56	0	2018	1	25370	8,67
2018-01-01	A0064	5874	97	64	C	690	97690	423029,39	6255604,56	0	103	64	C	564	103564	428520,49	6253688,65	0	2018	1	22141	9,04
2018-01-01	A0064	14026	103	64	C	564	103564	428520,49	6253688,65	0	117	64	C	590	117590	440427,3	6247011,31	0	2018	1	21036	9,67
2018-01-01	A0064	6859	117	64	C	590	117590	440427,3	6247011,31	0	124	64	C	449	124449	446137,67	6243770,64	0	2018	1	20392	9,64
2018-01-01	A0064	1858	124	64	C	449	124449	446137,67	6243770,64	0	126	65	C	307	126307	447869,14	6243210,33	0	2018	1	20392	9,64
2018-01-01	A0064	5352	126	65	C	307	126307	447869,14	6243210,33	0	131	64	C	659	131659	452493,26	6241754,51	0	2018	1	20392	9,64
2018-01-01	A0064	5954	131	64	C	659	131659	452493,26	6241754,51	0	137	65	C	613	137613	457790,95	6240015,14	0	2018	1	20392	9,64
2018-01-01	A0064	7445	137	65	C	613	137613	457790,95	6240015,14	0	145	65	C	58	145058	464895,66	6239540,96	0	2018	1	19153	10,6
2018-01-01	A0064	1487	145	65	C	58	145058	464895,66	6239540,96	0	146	65	C	545	146545	466238,31	6239043,41	0	2018	1	24115	8,82
2018-01-01	A0064	6310	146	65	C	545	146545	466238,31	6239043,41	0	152	65	C	855	152855	471957,91	6237190,19	0	2018	1	24115	8,82
